number_of_tasks,number_of_drones,drone_speed,truck_speed,No_drones,No_packages,Total_time,Avg_speed,Dist_tot,Avg_time_package,Avg_packages_drone,Avg_dist_traveled,Avg_Energy_consumption,Avg_power,Costmer_density
1.0,1.0,300.0,200.0,1,1,9.1,336.29,3060.23,9.1,1.0,3060.23,879.44,879.44,0.5
51.0,1.0,300.0,200.0,1,51,590.2,293.96,173496.41,11.57,51.0,173496.41,60687.14,60687.14,0.5
101.0,1.0,300.0,200.0,1,101,1175.13,293.94,345418.67,11.63,101.0,345418.67,119564.93,119564.93,0.5
151.0,1.0,300.0,200.0,1,151,1716.93,294.05,504865.57,11.37,151.0,504865.57,173968.46,173968.46,0.5
201.0,1.0,300.0,200.0,1,201,2216.23,294.23,652091.36,11.03,201.0,652091.36,224120.38,224120.38,0.5
251.0,1.0,300.0,200.0,1,251,2833.4,294.48,834366.43,11.29,251.0,834366.43,286581.88,286581.88,0.5
301.0,1.0,300.0,200.0,1,301,3489.6,294.7,1028376.73,11.59,301.0,1028376.73,353162.4,353162.4,0.5
351.0,1.0,300.0,200.0,1,351,4041.0,294.77,1191152.2,11.51,351.0,1191152.2,407954.26,407954.26,0.5
1.0,11.0,300.0,200.0,11,1,9.1,336.29,3060.23,9.1,0.09,278.2,79.94909090909091,79.94909090909091,0.5
51.0,11.0,300.0,200.0,11,51,80.77,314.93,264431.67,1.58,4.64,24039.24,8017.756363636364,8017.756363636364,0.5
101.0,11.0,300.0,200.0,11,101,129.63,288.39,396672.4600000001,1.28,9.18,36061.13,12742.039090909091,12742.039090909091,0.5
151.0,11.0,300.0,200.0,11,151,179.8,284.77,543297.83,1.19,13.73,49390.71,17387.71818181818,17387.71818181818,0.5
201.0,11.0,300.0,200.0,11,201,223.87,283.16,687312.6599999999,1.11,18.27,62482.97,21920.61909090909,21920.61909090909,0.5
251.0,11.0,300.0,200.0,11,251,277.37,287.33,866096.7400000001,1.11,22.82,78736.07,27494.1,27494.1,0.5
301.0,11.0,300.0,200.0,11,301,338.0,289.22,1061490.12,1.12,27.36,96499.1,33571.54363636363,33571.54363636363,0.5
351.0,11.0,300.0,200.0,11,351,385.07,291.26,1222977.16,1.1,31.91,111179.74,38485.50545454545,38485.50545454545,0.5
1.0,21.0,300.0,200.0,21,1,9.1,336.29,3060.23,9.1,0.05,145.73,41.87809523809524,41.87809523809524,0.5
51.0,21.0,300.0,200.0,21,51,68.77,367.39,422696.58,1.35,2.43,20128.41,6044.999047619047,6044.999047619047,0.5
101.0,21.0,300.0,200.0,21,101,88.43,301.3,508379.06000000006,0.88,4.81,24208.53,8167.167142857143,8167.167142857143,0.5
151.0,21.0,300.0,200.0,21,151,111.3,285.79,612173.74,0.74,7.19,29151.13,10330.291428571429,10330.291428571429,0.5
201.0,21.0,300.0,200.0,21,201,133.1,279.17,749846.8299999998,0.66,9.57,35706.99,12619.721428571427,12619.721428571427,0.5
251.0,21.0,300.0,200.0,21,251,161.53,287.91,928215.68,0.64,11.95,44200.75,15478.850952380955,15478.850952380955,0.5
301.0,21.0,300.0,200.0,21,301,192.7,288.8,1116131.46,0.64,14.33,53149.12,18563.041428571432,18563.041428571432,0.5
351.0,21.0,300.0,200.0,21,351,217.5,287.91,1276638.22,0.62,16.71,60792.3,21181.816190476187,21181.816190476187,0.5
1.0,31.0,300.0,200.0,31,1,9.1,336.29,3060.23,9.1,0.03,98.72,28.36903225806452,28.36903225806452,0.5
51.0,31.0,300.0,200.0,31,51,60.1,382.81,502965.57,1.18,1.65,16224.7,4759.124193548387,4759.124193548387,0.5
101.0,31.0,300.0,200.0,31,101,73.1,367.09,681212.16,0.72,3.26,21974.59,6829.409354838712,6829.409354838712,0.5
151.0,31.0,300.0,200.0,31,151,87.1,305.58,728108.9900000001,0.58,4.87,23487.39,7975.519354838711,7975.519354838711,0.5
201.0,31.0,300.0,200.0,31,201,101.37,292.28,827034.4099999999,0.5,6.48,26678.53,9427.348387096772,9427.348387096772,0.5
251.0,31.0,300.0,200.0,31,251,120.37,285.66,993758.9200000002,0.48,8.1,32056.74,11330.316129032257,11330.316129032257,0.5
301.0,31.0,300.0,200.0,31,301,140.87,285.68,1177473.05,0.47,9.71,37983.0,13383.612580645158,13383.612580645158,0.5
351.0,31.0,300.0,200.0,31,351,157.47,284.22,1327993.0699999998,0.45,11.32,42838.49,15046.680967741935,15046.680967741935,0.5
1.0,41.0,300.0,200.0,41,1,9.1,336.29,3060.23,9.1,0.02,74.64,21.44975609756098,21.44975609756098,0.5
51.0,41.0,300.0,200.0,41,51,57.77,398.29,559794.0599999998,1.13,1.24,13653.51,3962.922926829269,3962.922926829269,0.5
101.0,41.0,300.0,200.0,41,101,68.77,382.99,807391.2500000001,0.68,2.46,19692.47,5923.701219512193,5923.701219512193,0.5
151.0,41.0,300.0,200.0,41,151,74.77,333.34,898678.08,0.5,3.68,21918.98,6923.738536585366,6923.738536585366,0.5
201.0,41.0,300.0,200.0,41,201,85.43,308.74,961175.6699999996,0.43,4.9,23443.31,7895.473658536586,7895.473658536586,0.5
251.0,41.0,300.0,200.0,41,251,100.37,283.1,1077739.7600000002,0.4,6.12,26286.34,9216.988292682923,9216.988292682923,0.5
301.0,41.0,300.0,200.0,41,301,115.83,284.28,1251964.6399999994,0.38,7.34,30535.72,10736.051951219511,10736.051951219511,0.5
351.0,41.0,300.0,200.0,41,351,128.33,287.24,1397426.210000001,0.37,8.56,34083.57,11979.281219512195,11979.281219512195,0.5
1.0,1.0,350.0,200.0,1,1,7.77,394.02,3060.23,7.77,1.0,3060.23,1038.21,1038.21,0.5
51.0,1.0,350.0,200.0,1,51,507.57,342.51,173847.13,9.95,51.0,173847.13,71644.16,71644.16,0.5
101.0,1.0,350.0,200.0,1,101,1011.13,341.65,345457.89,10.01,101.0,345457.89,141554.82,141554.82,0.5
151.0,1.0,350.0,200.0,1,151,1477.67,341.84,505119.34,9.79,151.0,505119.34,206208.24,206208.24,0.5
201.0,1.0,350.0,200.0,1,201,1907.2,341.92,652111.23,9.49,201.0,652111.23,265735.37,265735.37,0.5
251.0,1.0,350.0,200.0,1,251,2438.57,342.16,834386.3,9.72,251.0,834386.3,339830.25,339830.25,0.5
301.0,1.0,350.0,200.0,1,301,3003.1,342.45,1028396.6,9.98,301.0,1028396.6,418707.12,418707.12,0.5
351.0,1.0,350.0,200.0,1,351,3477.63,342.52,1191172.07,9.91,351.0,1191172.07,483928.82,483928.82,0.5
1.0,11.0,350.0,200.0,11,1,7.77,394.02,3060.23,7.77,0.09,278.2,94.38272727272728,94.38272727272728,0.5
51.0,11.0,350.0,200.0,11,51,76.1,414.12,298138.41000000003,1.49,4.64,27103.49,10025.310909090913,10025.310909090913,0.5
101.0,11.0,350.0,200.0,11,101,111.4,344.88,406536.75,1.1,9.18,36957.89,15078.52909090909,15078.52909090909,0.5
151.0,11.0,350.0,200.0,11,151,154.47,337.29,551834.19,1.02,13.73,50166.74,20655.44727272728,20655.44727272728,0.5
201.0,11.0,350.0,200.0,11,201,191.87,335.15,695455.5,0.95,18.27,63223.23,26018.1,26018.1,0.5
251.0,11.0,350.0,200.0,11,251,238.1,336.67,873739.2000000001,0.95,22.82,79430.84,32658.6,32658.6,0.5
301.0,11.0,350.0,200.0,11,301,290.4,339.14,1069059.33,0.96,27.36,97187.21,39853.08181818182,39853.08181818182,0.5
351.0,11.0,350.0,200.0,11,351,331.0,341.29,1227928.15,0.94,31.91,111629.83,45667.56363636365,45667.56363636365,0.5
1.0,21.0,350.0,200.0,21,1,7.77,394.02,3060.23,7.77,0.05,145.73,49.43857142857143,49.43857142857143,0.5
51.0,21.0,350.0,200.0,21,51,64.1,421.14,444671.29,1.26,2.43,21174.82,7424.210952380953,7424.210952380953,0.5
101.0,21.0,350.0,200.0,21,101,76.43,393.07,566925.74,0.76,4.81,26996.46,10074.349047619047,10074.349047619047,0.5
151.0,21.0,350.0,200.0,21,151,96.57,335.05,636567.7999999999,0.64,7.19,30312.75,12318.561904761907,12318.561904761907,0.5
201.0,21.0,350.0,200.0,21,201,114.27,346.58,772985.91,0.57,9.57,36808.85,15025.411904761902,15025.411904761902,0.5
251.0,21.0,350.0,200.0,21,251,139.13,335.68,946460.22,0.55,11.95,45069.53,18460.78428571429,18460.78428571429,0.5
301.0,21.0,350.0,200.0,21,301,165.37,340.8,1132499.87,0.55,14.33,53928.57,22057.821428571428,22057.821428571428,0.5
351.0,21.0,350.0,200.0,21,351,186.67,338.42,1292014.7799999998,0.53,16.71,61524.51,25169.574761904765,25169.574761904765,0.5
1.0,31.0,350.0,200.0,31,1,7.77,394.02,3060.23,7.77,0.03,98.72,33.490645161290324,33.490645161290324,0.5
51.0,31.0,350.0,200.0,31,51,55.1,432.41,515675.67,1.08,1.65,16634.7,5744.243870967744,5744.243870967744,0.5
101.0,31.0,350.0,200.0,31,101,68.1,432.78,732880.9,0.67,3.26,23641.32,8450.49,8450.49,0.5
151.0,31.0,350.0,200.0,31,151,75.77,400.24,808146.8400000001,0.5,4.87,26069.25,9795.963225806454,9795.963225806454,0.5
201.0,31.0,350.0,200.0,31,201,87.87,353.62,870470.4399999997,0.44,6.48,28079.69,11302.814516129032,11302.814516129032,0.5
251.0,31.0,350.0,200.0,31,251,103.77,340.65,1028938.27,0.41,8.1,33191.56,13489.774516129031,13489.774516129031,0.5
301.0,31.0,350.0,200.0,31,301,121.53,341.36,1209689.8899999997,0.4,9.71,39022.25,15922.69870967742,15922.69870967742,0.5
351.0,31.0,350.0,200.0,31,351,135.27,337.53,1356790.9400000002,0.39,11.32,43767.45,17897.24129032258,17897.24129032258,0.5
1.0,41.0,350.0,200.0,41,1,7.77,394.02,3060.23,7.77,0.02,74.64,25.32219512195122,25.32219512195122,0.5
51.0,41.0,350.0,200.0,41,51,53.1,428.39,564849.03,1.04,1.24,13776.81,4725.917317073171,4725.917317073171,0.5
101.0,41.0,350.0,200.0,41,101,64.1,420.41,848454.2399999998,0.63,2.46,20694.01,7255.867317073172,7255.867317073172,0.5
151.0,41.0,350.0,200.0,41,151,69.43,401.83,971672.27,0.46,3.68,23699.32,8544.94951219512,8544.94951219512,0.5
201.0,41.0,350.0,200.0,41,201,75.43,397.45,1068045.06,0.38,4.9,26049.88,9744.270731707316,9744.270731707316,0.5
251.0,41.0,350.0,200.0,41,251,85.77,356.81,1133043.66,0.34,6.12,27635.21,11040.236829268297,11040.236829268297,0.5
301.0,41.0,350.0,200.0,41,301,99.5,338.1,1301179.27,0.33,7.34,31736.08,12805.88170731707,12805.88170731707,0.5
351.0,41.0,350.0,200.0,41,351,110.27,339.54,1435501.2799999998,0.31,8.56,35012.23,14293.622682926833,14293.622682926833,0.5
1.0,1.0,400.0,200.0,1,1,7.1,431.02,3060.23,7.1,1.0,3060.23,1285.09,1285.09,0.5
51.0,1.0,400.0,200.0,1,51,446.33,391.59,174777.49,8.75,51.0,174777.49,84947.52,84947.52,0.5
101.0,1.0,400.0,200.0,1,101,885.83,390.21,345657.03,8.77,101.0,345657.03,167500.51,167500.51,0.5
151.0,1.0,400.0,200.0,1,151,1295.7,390.38,505812.11,8.58,151.0,505812.11,244364.56,244364.56,0.5
201.0,1.0,400.0,200.0,1,201,1671.17,390.14,651984.54,8.31,201.0,651984.54,314760.96,314760.96,0.5
251.0,1.0,400.0,200.0,1,251,2136.33,390.51,834259.62,8.51,251.0,834259.62,402438.91,402438.91,0.5
301.0,1.0,400.0,200.0,1,301,2630.87,390.85,1028269.91,8.74,301.0,1028269.91,495809.23,495809.23,0.5
351.0,1.0,400.0,200.0,1,351,3046.37,390.97,1191042.76,8.68,351.0,1191042.76,573248.46,573248.46,0.5
1.0,11.0,400.0,200.0,11,1,7.1,431.02,3060.23,7.1,0.09,278.2,116.82636363636362,116.82636363636362,0.5
51.0,11.0,400.0,200.0,11,51,73.1,454.05,323326.54000000004,1.43,4.64,29393.32,12646.056363636364,12646.056363636364,0.5
101.0,11.0,400.0,200.0,11,101,98.37,399.01,418570.55,0.97,9.18,38051.87,18111.44,18111.44,0.5
151.0,11.0,400.0,200.0,11,151,135.6,385.41,559002.35,0.9,13.73,50818.4,24655.37363636364,24655.37363636364,0.5
201.0,11.0,400.0,200.0,11,201,168.9,386.76,703162.9199999999,0.84,18.27,63923.9,31083.07363636363,31083.07363636363,0.5
251.0,11.0,400.0,200.0,11,251,209.93,390.42,884110.68,0.84,22.82,80373.7,39016.79272727273,39016.79272727273,0.5
301.0,11.0,400.0,200.0,11,301,254.57,388.29,1075530.17,0.85,27.36,97775.47,47431.45181818183,47431.45181818183,0.5
351.0,11.0,400.0,200.0,11,351,290.73,391.5,1233403.69,0.83,31.91,112127.61,54313.13818181819,54313.13818181819,0.5
1.0,21.0,400.0,200.0,21,1,7.1,431.02,3060.23,7.1,0.05,145.73,61.194761904761904,61.194761904761904,0.5
51.0,21.0,400.0,200.0,21,51,60.1,473.56,462109.48,1.18,2.43,22005.21,9104.863809523808,9104.863809523808,0.5
101.0,21.0,400.0,200.0,21,101,72.1,467.82,613171.6099999999,0.71,4.81,29198.65,12626.942857142854,12626.942857142854,0.5
151.0,21.0,400.0,200.0,21,151,85.77,394.66,663247.5200000001,0.57,7.19,31583.22,14896.298571428571,14896.298571428571,0.5
201.0,21.0,400.0,200.0,21,201,101.37,392.42,792587.8199999998,0.5,9.57,37742.28,18072.29142857143,18072.29142857143,0.5
251.0,21.0,400.0,200.0,21,251,122.33,384.86,960935.36,0.49,11.95,45758.83,22068.654285714285,22068.654285714285,0.5
301.0,21.0,400.0,200.0,21,301,145.5,389.65,1148737.8099999998,0.48,14.33,54701.8,26388.494285714285,26388.494285714285,0.5
351.0,21.0,400.0,200.0,21,351,163.87,389.21,1303638.03,0.47,16.71,62078.0,29993.911904761902,29993.911904761902,0.5
1.0,31.0,400.0,200.0,31,1,7.1,431.02,3060.23,7.1,0.03,98.72,41.45451612903226,41.45451612903226,0.5
51.0,31.0,400.0,200.0,31,51,50.77,479.7,525739.22,1.0,1.65,16959.33,6970.392258064515,6970.392258064515,0.5
101.0,31.0,400.0,200.0,31,101,64.77,475.87,772274.1699999999,0.64,3.26,24912.07,10461.428387096774,10461.428387096774,0.5
151.0,31.0,400.0,200.0,31,151,71.77,435.89,871525.74,0.48,4.87,28113.73,12200.205483870968,12200.205483870968,0.5
201.0,31.0,400.0,200.0,31,201,78.77,417.59,944070.8100000002,0.39,6.48,30453.9,13860.65935483871,13860.65935483871,0.5
251.0,31.0,400.0,200.0,31,251,91.13,399.42,1059511.74,0.36,8.1,34177.8,16234.316451612904,16234.316451612904,0.5
301.0,31.0,400.0,200.0,31,301,107.73,386.61,1235790.3300000003,0.36,9.71,39864.2,19068.15870967742,19068.15870967742,0.5
351.0,31.0,400.0,200.0,31,351,119.47,389.63,1380581.0,0.34,11.32,44534.87,21450.196774193544,21450.196774193544,0.5
1.0,41.0,400.0,200.0,41,1,7.1,431.02,3060.23,7.1,0.02,74.64,31.34365853658536,31.34365853658536,0.5
51.0,41.0,400.0,200.0,41,51,48.77,478.06,569176.7,0.96,1.24,13882.36,5697.534634146341,5697.534634146341,0.5
101.0,41.0,400.0,200.0,41,101,59.43,461.21,881099.1100000002,0.59,2.46,21490.22,8898.412682926828,8898.412682926828,0.5
151.0,41.0,400.0,200.0,41,151,65.77,473.84,1028039.41,0.44,3.68,25074.13,10607.99,10607.99,0.5
201.0,41.0,400.0,200.0,41,201,71.43,450.75,1146117.34,0.36,4.9,27954.08,12119.988536585364,12119.988536585364,0.5
251.0,41.0,400.0,200.0,41,251,77.1,432.84,1229679.2400000002,0.31,6.12,29992.18,13553.201707317074,13553.201707317074,0.5
301.0,41.0,400.0,200.0,41,301,87.63,396.56,1342553.47,0.29,7.34,32745.21,15410.704146341464,15410.704146341464,0.5
351.0,41.0,400.0,200.0,41,351,97.9,394.44,1479718.38,0.28,8.56,36090.69,17168.92219512195,17168.92219512195,0.5
1.0,1.0,450.0,200.0,1,1,6.43,475.68,3060.23,6.43,1.0,3060.23,1552.48,1552.48,0.5
51.0,1.0,450.0,200.0,1,51,398.67,439.29,175130.7,7.82,51.0,175130.7,100342.11,100342.11,0.5
101.0,1.0,450.0,200.0,1,101,788.53,438.61,345855.23,7.81,101.0,345855.23,197427.37,197427.37,0.5
151.0,1.0,450.0,200.0,1,151,1153.17,438.63,505816.59,7.64,151.0,505816.59,288124.04,288124.04,0.5
201.0,1.0,450.0,200.0,1,201,1488.8,438.12,652268.46,7.41,201.0,652268.46,371548.32,371548.32,0.5
251.0,1.0,450.0,200.0,1,251,1902.73,438.6,834543.53,7.58,251.0,834543.53,474923.63,474923.63,0.5
301.0,1.0,450.0,200.0,1,301,2342.93,439.0,1028553.83,7.78,301.0,1028553.83,585025.59,585025.59,0.5
351.0,1.0,450.0,200.0,1,351,2713.2,439.07,1191277.59,7.73,351.0,1191277.59,676662.43,676662.43,0.5
1.0,11.0,450.0,200.0,11,1,6.43,475.68,3060.23,6.43,0.09,278.2,141.13454545454545,141.13454545454545,0.5
51.0,11.0,450.0,200.0,11,51,70.1,514.81,341113.6,1.37,4.64,31010.33,15837.490909090911,15837.490909090911,0.5
101.0,11.0,450.0,200.0,11,101,89.57,451.73,431584.0899999999,0.89,9.18,39234.92,21950.08909090909,21950.08909090909,0.5
151.0,11.0,450.0,200.0,11,151,122.43,431.65,567316.4800000001,0.81,13.73,51574.23,29489.890909090907,29489.890909090907,0.5
201.0,11.0,450.0,200.0,11,201,151.9,434.16,709606.0199999999,0.76,18.27,64509.64,37016.74818181818,37016.74818181818,0.5
251.0,11.0,450.0,200.0,11,251,188.4,435.66,889418.4199999999,0.75,22.82,80856.22,46313.51727272728,46313.51727272728,0.5
301.0,11.0,450.0,200.0,11,301,227.8,437.13,1082243.09,0.76,27.36,98385.74,56265.39636363636,56265.39636363636,0.5
351.0,11.0,450.0,200.0,11,351,259.93,438.87,1238506.48,0.74,31.91,112591.5,64341.90727272726,64341.90727272726,0.5
1.0,21.0,450.0,200.0,21,1,6.43,475.68,3060.23,6.43,0.05,145.73,73.92761904761905,73.92761904761905,0.5
51.0,21.0,450.0,200.0,21,51,56.43,532.08,472548.41,1.11,2.43,22502.31,11135.470476190476,11135.470476190476,0.5
101.0,21.0,450.0,200.0,21,101,69.1,514.3,647300.2200000001,0.68,4.81,30823.82,15812.583809523803,15812.583809523803,0.5
151.0,21.0,450.0,200.0,21,151,78.43,454.17,708652.4399999998,0.52,7.19,33745.35,18339.508571428574,18339.508571428574,0.5
201.0,21.0,450.0,200.0,21,201,91.8,442.03,810612.5900000001,0.46,9.57,38600.6,21767.92238095238,21767.92238095238,0.5
251.0,21.0,450.0,200.0,21,251,110.8,429.97,973758.13,0.44,11.95,46369.43,26480.85095238096,26480.85095238096,0.5
301.0,21.0,450.0,200.0,21,301,131.63,436.54,1163042.31,0.44,14.33,55382.97,31520.295714285723,31520.295714285723,0.5
351.0,21.0,450.0,200.0,21,351,147.2,436.46,1314156.2999999998,0.42,16.71,62578.87,35742.85428571428,35742.85428571428,0.5
1.0,31.0,450.0,200.0,31,1,6.43,475.68,3060.23,6.43,0.03,98.72,50.08,50.08,0.5
51.0,31.0,450.0,200.0,31,51,47.1,528.43,532106.6699999999,0.92,1.65,17164.73,8402.63,8402.63,0.5
101.0,31.0,450.0,200.0,31,101,61.1,514.34,800423.89,0.6,3.26,25820.13,12900.35193548387,12900.35193548387,0.5
151.0,31.0,450.0,200.0,31,151,68.43,487.87,916170.75,0.45,4.87,29553.9,15213.333548387096,15213.333548387096,0.5
201.0,31.0,450.0,200.0,31,201,73.77,483.96,1008955.37,0.37,6.48,32546.95,17274.77064516129,17274.77064516129,0.5
251.0,31.0,450.0,200.0,31,251,83.47,451.48,1092109.2099999995,0.33,8.1,35229.33,19643.35,19643.35,0.5
301.0,31.0,450.0,200.0,31,301,97.17,443.88,1265554.11,0.32,9.71,40824.33,22954.10032258064,22954.10032258064,0.5
351.0,31.0,450.0,200.0,31,351,107.97,440.26,1407259.89,0.31,11.32,45395.48,25676.099354838712,25676.099354838712,0.5
1.0,41.0,450.0,200.0,41,1,6.43,475.68,3060.23,6.43,0.02,74.64,37.86536585365854,37.86536585365854,0.5
51.0,41.0,450.0,200.0,41,51,45.43,520.83,571698.0399999999,0.89,1.24,13943.85,6775.98536585366,6775.98536585366,0.5
101.0,41.0,450.0,200.0,41,101,55.77,506.93,901322.01,0.55,2.46,21983.46,10867.672439024393,10867.672439024393,0.5
151.0,41.0,450.0,200.0,41,151,61.77,512.68,1067489.7100000002,0.41,3.68,26036.33,13093.040000000005,13093.040000000005,0.5
201.0,41.0,450.0,200.0,41,201,68.1,501.35,1205356.4100000004,0.34,4.9,29398.94,15106.423414634146,15106.423414634146,0.5
251.0,41.0,450.0,200.0,41,251,73.77,477.75,1305662.13,0.29,6.12,31845.42,16832.246341463415,16832.246341463415,0.5
301.0,41.0,450.0,200.0,41,301,79.77,460.51,1399081.3999999997,0.27,7.34,34123.94,18782.213414634152,18782.213414634152,0.5
351.0,41.0,450.0,200.0,41,351,88.4,441.3,1518479.6499999997,0.25,8.56,37036.09,20735.362926829268,20735.362926829268,0.5
1.0,1.0,500.0,200.0,1,1,5.77,530.68,3060.23,5.77,1.0,3060.23,1813.18,1813.18,0.5
51.0,1.0,500.0,200.0,1,51,360.07,487.79,175636.05,7.06,51.0,175636.05,117627.97,117627.97,0.5
101.0,1.0,500.0,200.0,1,101,711.47,486.56,346169.67,7.04,101.0,346169.67,231438.79,231438.79,0.5
151.0,1.0,500.0,200.0,1,151,1040.8,486.41,506259.7,6.89,151.0,506259.7,338005.85,338005.85,0.5
201.0,1.0,500.0,200.0,1,201,1343.53,486.01,652975.32,6.68,201.0,652975.32,435905.6,435905.6,0.5
251.0,1.0,500.0,200.0,1,251,1716.97,486.33,835008.77,6.84,251.0,835008.77,557132.39,557132.39,0.5
301.0,1.0,500.0,200.0,1,301,2114.03,486.76,1029019.07,7.02,301.0,1029019.07,686212.01,686212.01,0.5
351.0,1.0,500.0,200.0,1,351,2448.03,486.79,1191673.46,6.97,351.0,1191673.46,793834.93,793834.93,0.5
1.0,11.0,500.0,200.0,11,1,5.77,530.68,3060.23,5.77,0.09,278.2,164.83454545454546,164.83454545454546,0.5
51.0,11.0,500.0,200.0,11,51,66.77,552.6,359845.20000000007,1.31,4.64,32713.2,19440.65727272728,19440.65727272728,0.5
101.0,11.0,500.0,200.0,11,101,82.17,507.29,445236.33,0.81,9.18,40476.03,26208.16,26208.16,0.5
151.0,11.0,500.0,200.0,11,151,110.77,493.96,577044.93,0.73,13.73,52458.63,34887.46727272728,34887.46727272728,0.5
201.0,11.0,500.0,200.0,11,201,137.53,480.52,717590.56,0.68,18.27,65235.51,43698.88727272728,43698.88727272728,0.5
251.0,11.0,500.0,200.0,11,251,170.9,486.42,899286.6299999999,0.68,22.82,81753.33,54738.72090909092,54738.72090909092,0.5
301.0,11.0,500.0,200.0,11,301,206.8,485.2,1090388.72,0.69,27.36,99126.25,66403.16181818183,66403.16181818183,0.5
351.0,11.0,500.0,200.0,11,351,235.97,486.51,1246010.02,0.67,31.91,113273.64,75809.45545454546,75809.45545454546,0.5
1.0,21.0,500.0,200.0,21,1,5.77,530.68,3060.23,5.77,0.05,145.73,86.34190476190477,86.34190476190477,0.5
51.0,21.0,500.0,200.0,21,51,53.43,566.64,484146.23,1.05,2.43,23054.58,13346.856666666668,13346.856666666668,0.5
101.0,21.0,500.0,200.0,21,101,66.1,574.32,681520.3799999998,0.65,4.81,32453.35,19317.204761904763,19317.204761904763,0.5
151.0,21.0,500.0,200.0,21,151,73.77,528.07,757072.5199999999,0.49,7.19,36051.07,22417.24523809524,22417.24523809524,0.5
201.0,21.0,500.0,200.0,21,201,84.03,493.52,834400.2699999998,0.42,9.57,39733.35,25983.44761904762,25983.44761904762,0.5
251.0,21.0,500.0,200.0,21,251,100.8,491.65,996436.2,0.4,11.95,47449.34,31391.342380952377,31391.342380952377,0.5
301.0,21.0,500.0,200.0,21,301,119.27,490.57,1181016.87,0.4,14.33,56238.9,37253.06333333333,37253.06333333333,0.5
351.0,21.0,500.0,200.0,21,351,133.7,487.78,1333073.72,0.38,16.71,63479.7,42271.94857142857,42271.94857142857,0.5
1.0,31.0,500.0,200.0,31,1,5.77,530.68,3060.23,5.77,0.03,98.72,58.48967741935484,58.48967741935484,0.5
51.0,31.0,500.0,200.0,31,51,44.1,572.39,538882.87,0.86,1.65,17383.32,9975.444193548392,9975.444193548392,0.5
101.0,31.0,500.0,200.0,31,101,58.1,562.81,827967.9099999998,0.58,3.26,26708.64,15609.467419354838,15609.467419354838,0.5
151.0,31.0,500.0,200.0,31,151,65.1,557.6,963796.5799999998,0.43,4.87,31090.21,18564.114516129037,18564.114516129037,0.5
201.0,31.0,500.0,200.0,31,201,70.77,553.68,1072990.66,0.35,6.48,34612.6,21175.440322580645,21175.440322580645,0.5
251.0,31.0,500.0,200.0,31,251,77.1,528.07,1154217.6800000002,0.31,8.1,37232.83,23729.899032258065,23729.899032258065,0.5
301.0,31.0,500.0,200.0,31,301,88.9,494.32,1296345.95,0.3,9.71,41817.61,27324.64967741936,27324.64967741936,0.5
351.0,31.0,500.0,200.0,31,351,98.37,493.72,1434639.7900000005,0.28,11.32,46278.7,30542.429677419368,30542.429677419368,0.5
1.0,41.0,500.0,200.0,41,1,5.77,530.68,3060.23,5.77,0.02,74.64,44.22390243902439,44.22390243902439,0.5
51.0,41.0,500.0,200.0,41,51,42.43,566.08,574580.2799999999,0.83,1.24,14014.15,8027.080975609756,8027.080975609756,0.5
101.0,41.0,500.0,200.0,41,101,52.1,557.19,921793.94,0.52,2.46,22482.78,13046.272926829268,13046.272926829268,0.5
151.0,41.0,500.0,200.0,41,151,58.77,555.67,1108612.2100000002,0.39,3.68,27039.32,15883.041219512188,15883.041219512188,0.5
201.0,41.0,500.0,200.0,41,201,64.77,533.91,1264623.8499999996,0.32,4.9,30844.48,18437.214390243906,18437.214390243906,0.5
251.0,41.0,500.0,200.0,41,251,69.77,540.43,1384070.0499999998,0.28,6.12,33757.81,20592.86048780488,20592.86048780488,0.5
301.0,41.0,500.0,200.0,41,301,75.43,514.62,1487756.1899999997,0.25,7.34,36286.74,22804.71463414634,22804.71463414634,0.5
