number_of_tasks,number_of_drones,drone_speed,truck_speed,No_drones,No_packages,Total_time,Avg_speed,Dist_tot,Avg_time_package,Avg_packages_drone,Avg_dist_traveled,Avg_Energy_consumption,Avg_power,Costmer_density
351.0,31.0,600.0,150.0,31,351,86.8,590.83,1532872.9599999995,0.25,11.32,49447.51,43489.846774193546,43489.846774193546,0.5
1.0,41.0,600.0,150.0,41,1,4.87,628.81,3060.23,4.87,0.02,74.64,60.11560975609756,60.11560975609756,0.5
51.0,41.0,600.0,150.0,41,51,37.13,672.71,580302.6600000001,0.73,1.24,14153.72,11186.23268292683,11186.23268292683,0.5
101.0,41.0,600.0,150.0,41,101,47.4,663.59,965740.7699999998,0.47,2.46,23554.65,18832.50121951219,18832.50121951219,0.5
151.0,41.0,600.0,150.0,41,151,55.1,648.13,1193743.7600000002,0.36,3.68,29115.7,23500.243658536587,23500.243658536587,0.5
201.0,41.0,600.0,150.0,41,201,61.33,657.27,1399314.34,0.31,4.9,34129.62,27770.06951219512,27770.06951219512,0.5
251.0,41.0,600.0,150.0,41,251,67.57,619.62,1564770.81,0.27,6.12,38165.14,31439.781707317077,31439.781707317077,0.5
301.0,41.0,600.0,150.0,41,301,73.07,626.75,1715280.7500000002,0.24,7.34,41836.12,34917.53365853659,34917.53365853659,0.5
351.0,41.0,600.0,150.0,41,351,77.47,621.4,1819450.7199999995,0.22,8.56,44376.85,37581.13048780487,37581.13048780487,0.5
1.0,1.0,50.0,200.0,1,1,280.2,10.92,3060.23,280.2,1.0,3060.23,4417.46,4417.46,0.5
51.0,1.0,50.0,200.0,1,51,4280.77,40.34,172700.78,83.94,51.0,172700.78,106904.36,106904.36,0.5
101.0,1.0,50.0,200.0,1,101,8341.93,41.26,344198.83,82.59,101.0,344198.83,204100.19,204100.19,0.5
151.0,1.0,50.0,200.0,1,151,12123.63,41.6,504397.52,80.29,151.0,504397.52,293756.67,293756.67,0.5
201.0,1.0,50.0,200.0,1,201,15597.07,41.76,651360.87,77.6,201.0,651360.87,376142.71,376142.71,0.5
251.0,1.0,50.0,200.0,1,251,19894.87,41.9,833635.94,79.26,251.0,833635.94,480462.94,480462.94,0.5
301.0,1.0,50.0,200.0,1,301,24479.03,41.98,1027646.24,81.33,301.0,1027646.24,591739.59,591739.59,0.5
351.0,1.0,50.0,200.0,1,351,28316.97,42.04,1190421.71,80.68,351.0,1190421.71,679309.88,679309.88,0.5
1.0,11.0,50.0,200.0,11,1,280.2,10.92,3060.23,280.2,0.09,278.2,401.5872727272727,401.5872727272727,0.5
51.0,11.0,50.0,200.0,11,51,632.5,34.38,209834.27,12.4,4.64,19075.84,13902.82818181818,13902.82818181818,0.5
101.0,11.0,50.0,200.0,11,101,994.67,36.1,363657.93000000005,9.85,9.18,33059.81,22119.05181818182,22119.05181818182,0.5
151.0,11.0,50.0,200.0,11,151,1357.7,35.98,515558.18,8.99,13.73,46868.93,29922.134545454544,29922.134545454544,0.5
201.0,11.0,50.0,200.0,11,201,1674.03,37.16,663063.51,8.33,18.27,60278.5,37474.74363636365,37474.74363636365,0.5
251.0,11.0,50.0,200.0,11,251,2043.73,38.11,846284.72,8.14,22.82,76934.97,46938.556363636366,46938.556363636366,0.5
301.0,11.0,50.0,200.0,11,301,2463.07,39.27,1040295.03,8.18,27.36,94572.28,57062.71181818182,57062.71181818182,0.5
351.0,11.0,50.0,200.0,11,351,2808.2,39.4,1202728.54,8.0,31.91,109338.96,64989.61272727272,64989.61272727272,0.5
1.0,21.0,50.0,200.0,21,1,280.2,10.92,3060.23,280.2,0.05,145.73,210.3552380952381,210.3552380952381,0.5
51.0,21.0,50.0,200.0,21,51,508.17,35.99,270563.19,9.96,2.43,12883.96,9821.847142857145,9821.847142857145,0.5
101.0,21.0,50.0,200.0,21,101,664.4,33.23,406300.63,6.58,4.81,19347.65,13864.871428571429,13864.871428571429,0.5
151.0,21.0,50.0,200.0,21,151,853.73,33.66,542631.34,5.65,7.19,25839.59,17748.821904761906,17748.821904761906,0.5
201.0,21.0,50.0,200.0,21,201,1010.23,34.51,682223.4399999997,5.03,9.57,32486.83,21402.43571428571,21402.43571428571,0.5
251.0,21.0,50.0,200.0,21,251,1214.93,35.94,863435.77,4.84,11.95,41115.99,26368.616190476187,26368.616190476187,0.5
301.0,21.0,50.0,200.0,21,301,1430.07,36.68,1058150.72,4.75,14.33,50388.13,31673.32761904762,31673.32761904762,0.5
351.0,21.0,50.0,200.0,21,351,1606.53,37.71,1218638.18,4.58,16.71,58030.39,35812.3680952381,35812.3680952381,0.5
1.0,31.0,50.0,200.0,31,1,280.2,10.92,3060.23,280.2,0.03,98.72,142.49870967741936,142.49870967741936,0.5
51.0,31.0,50.0,200.0,31,51,442.77,38.4,340664.49,8.68,1.65,10989.18,8656.13580645161,8656.13580645161,0.5
101.0,31.0,50.0,200.0,31,101,543.87,34.63,455145.95,5.38,3.26,14682.13,11099.239032258069,11099.239032258069,0.5
151.0,31.0,50.0,200.0,31,151,666.37,33.67,577169.0599999999,4.41,4.87,18618.36,13468.640322580646,13468.640322580646,0.5
201.0,31.0,50.0,200.0,31,201,772.83,33.37,709747.25,3.84,6.48,22895.07,15988.03451612903,15988.03451612903,0.5
251.0,31.0,50.0,200.0,31,251,906.23,33.78,883263.5299999999,3.61,8.1,28492.37,19266.71967741936,19266.71967741936,0.5
301.0,31.0,50.0,200.0,31,301,1062.03,35.01,1078249.5799999998,3.53,9.71,34782.24,22882.13516129032,22882.13516129032,0.5
351.0,31.0,50.0,200.0,31,351,1183.4,35.9,1239435.4700000002,3.37,11.32,39981.79,25621.22032258064,25621.22032258064,0.5
1.0,41.0,50.0,200.0,41,1,280.2,10.92,3060.23,280.2,0.02,74.64,107.7429268292683,107.7429268292683,0.5
51.0,41.0,50.0,200.0,41,51,442.77,38.64,450044.8599999999,8.68,1.24,10976.7,8277.823902439022,8277.823902439022,0.5
101.0,41.0,50.0,200.0,41,101,504.93,37.58,513791.9299999998,5.0,2.46,12531.51,9687.380731707315,9687.380731707315,0.5
151.0,41.0,50.0,200.0,41,151,571.33,33.0,624900.0400000002,3.78,3.68,15241.46,11271.426585365854,11271.426585365854,0.5
201.0,41.0,50.0,200.0,41,201,654.4,35.2,746453.2800000001,3.26,4.9,18206.18,13154.679024390243,13154.679024390243,0.5
251.0,41.0,50.0,200.0,41,251,758.83,33.2,918099.3500000002,3.02,6.12,22392.67,15607.580975609755,15607.580975609755,0.5
301.0,41.0,50.0,200.0,41,301,871.83,35.4,1116013.61,2.9,7.34,27219.84,18346.5912195122,18346.5912195122,0.5
351.0,41.0,50.0,200.0,41,351,968.17,36.29,1270443.91,2.76,8.56,30986.44,20384.313658536583,20384.313658536583,0.5
1.0,1.0,100.0,200.0,1,1,127.03,24.09,3060.23,127.03,1.0,3060.23,2464.06,2464.06,0.5
51.0,1.0,100.0,200.0,1,51,1851.57,93.27,172700.78,36.31,51.0,172700.78,55258.2,55258.2,0.5
101.0,1.0,100.0,200.0,1,101,3673.7,93.69,344198.83,36.37,101.0,344198.83,107037.58,107037.58,0.5
151.0,1.0,100.0,200.0,1,151,5359.5,94.11,504397.52,35.49,151.0,504397.52,154665.44,154665.44,0.5
201.0,1.0,100.0,200.0,1,201,6908.4,94.29,651360.87,34.37,201.0,651360.87,198357.04,198357.04,0.5
251.0,1.0,100.0,200.0,1,251,8825.43,94.46,833635.94,35.16,251.0,833635.94,253606.49,253606.49,0.5
301.0,1.0,100.0,200.0,1,301,10869.03,94.55,1027646.24,36.11,301.0,1027646.24,312700.94,312700.94,0.5
351.0,1.0,100.0,200.0,1,351,12583.67,94.6,1190421.71,35.85,351.0,1190421.71,359588.84,359588.84,0.5
1.0,11.0,100.0,200.0,11,1,127.03,24.09,3060.23,127.03,0.09,278.2,224.0054545454545,224.0054545454545,0.5
51.0,11.0,100.0,200.0,11,51,244.33,88.67,209834.25,4.79,4.64,19075.84,6666.567272727273,6666.567272727273,0.5
101.0,11.0,100.0,200.0,11,101,402.37,89.56,363733.5,3.98,9.18,33066.68,10996.275454545454,10996.275454545454,0.5
151.0,11.0,100.0,200.0,11,151,554.27,87.76,516095.7199999999,3.67,13.73,46917.79,15169.753636363635,15169.753636363635,0.5
201.0,11.0,100.0,200.0,11,201,693.97,89.23,663433.86,3.45,18.27,60312.17,19146.592727272728,19146.592727272728,0.5
251.0,11.0,100.0,200.0,11,251,862.87,90.33,846759.44,3.44,22.82,76978.13,24163.73545454545,24163.73545454545,0.5
301.0,11.0,100.0,200.0,11,301,1056.5,91.37,1040769.74,3.51,27.36,94615.43,29653.417272727274,29653.417272727274,0.5
351.0,11.0,100.0,200.0,11,351,1205.43,91.81,1202845.9,3.43,31.91,109349.63,33843.635454545445,33843.635454545445,0.5
1.0,21.0,100.0,200.0,21,1,127.03,24.09,3060.23,127.03,0.05,145.73,117.33619047619048,117.33619047619048,0.5
51.0,21.0,100.0,200.0,21,51,195.63,88.25,270025.67,3.84,2.43,12858.37,4727.125714285714,4727.125714285714,0.5
101.0,21.0,100.0,200.0,21,101,256.87,82.76,407474.45,2.54,4.81,19403.55,6760.134761904764,6760.134761904764,0.5
151.0,21.0,100.0,200.0,21,151,333.23,82.37,543106.07,2.21,7.19,25862.19,8791.888095238097,8791.888095238097,0.5
201.0,21.0,100.0,200.0,21,201,405.4,85.69,683907.7100000001,2.02,9.57,32567.03,10777.334285714289,10777.334285714289,0.5
251.0,21.0,100.0,200.0,21,251,496.93,87.85,864316.9099999999,1.98,11.95,41157.95,13369.249523809523,13369.249523809523,0.5
301.0,21.0,100.0,200.0,21,301,592.0,89.73,1058491.94,1.97,14.33,50404.38,16166.166666666666,16166.166666666666,0.5
351.0,21.0,100.0,200.0,21,351,669.33,90.35,1219291.05,1.91,16.71,58061.48,18389.200476190475,18389.200476190475,0.5
1.0,31.0,100.0,200.0,31,1,127.03,24.09,3060.23,127.03,0.03,98.72,79.4858064516129,79.4858064516129,0.5
51.0,31.0,100.0,200.0,31,51,172.37,98.64,340380.97000000003,3.38,1.65,10980.03,4137.235806451613,4137.235806451613,0.5
101.0,31.0,100.0,200.0,31,101,212.33,85.78,455551.5,2.1,3.26,14695.21,5323.742580645162,5323.742580645162,0.5
151.0,31.0,100.0,200.0,31,151,257.3,85.23,576986.5099999999,1.7,4.87,18612.47,6586.524838709678,6586.524838709678,0.5
201.0,31.0,100.0,200.0,31,201,306.43,82.19,711352.0300000001,1.52,6.48,22946.84,7932.017419354838,7932.017419354838,0.5
251.0,31.0,100.0,200.0,31,251,363.87,85.03,883263.54,1.45,8.1,28492.37,9596.70548387097,9596.70548387097,0.5
301.0,31.0,100.0,200.0,31,301,427.73,85.9,1078473.9900000002,1.42,9.71,34789.48,11488.99516129032,11488.99516129032,0.5
351.0,31.0,100.0,200.0,31,351,482.73,87.5,1239758.05,1.38,11.32,39992.2,12946.777096774196,12946.777096774196,0.5
1.0,41.0,100.0,200.0,41,1,127.03,24.09,3060.23,127.03,0.02,74.64,60.0990243902439,60.0990243902439,0.5
51.0,41.0,100.0,200.0,41,51,158.83,107.18,449582.92,3.11,1.24,10965.44,4096.161463414634,4096.161463414634,0.5
101.0,41.0,100.0,200.0,41,101,192.83,91.79,513956.5800000001,1.91,2.46,12535.53,4629.921951219512,4629.921951219512,0.5
151.0,41.0,100.0,200.0,41,151,227.67,83.37,624438.04,1.51,3.68,15230.2,5546.653414634146,5546.653414634146,0.5
201.0,41.0,100.0,200.0,41,201,255.07,83.72,747693.9500000001,1.27,4.9,18236.44,6505.409268292685,6505.409268292685,0.5
251.0,41.0,100.0,200.0,41,251,300.47,82.97,918379.7400000005,1.2,6.12,22399.51,7732.332682926831,7732.332682926831,0.5
301.0,41.0,100.0,200.0,41,301,350.8,86.06,1114877.13,1.17,7.34,27192.13,9174.91609756098,9174.91609756098,0.5
351.0,41.0,100.0,200.0,41,351,387.6,89.01,1272315.07,1.1,8.56,31032.07,10219.350487804875,10219.350487804875,0.5
1.0,1.0,150.0,200.0,1,1,94.2,32.49,3060.23,94.2,1.0,3060.23,2595.97,2595.97,0.5
51.0,1.0,150.0,200.0,1,51,1187.8,145.4,172700.78,23.29,51.0,172700.78,45913.56,45913.56,0.5
101.0,1.0,150.0,200.0,1,101,2357.33,146.01,344198.83,23.34,101.0,344198.83,89215.45,89215.45,0.5
151.0,1.0,150.0,200.0,1,151,3439.6,146.64,504397.52,22.78,151.0,504397.52,129235.16,129235.16,0.5
201.0,1.0,150.0,200.0,1,201,4437.8,146.78,651360.87,22.08,201.0,651360.87,166046.71,166046.71,0.5
251.0,1.0,150.0,200.0,1,251,5668.47,147.07,833635.94,22.58,251.0,833635.94,212212.72,212212.72,0.5
301.0,1.0,150.0,200.0,1,301,6983.23,147.16,1027646.24,23.2,301.0,1027646.24,261762.33,261762.33,0.5
351.0,1.0,150.0,200.0,1,351,8086.03,147.22,1190421.71,23.04,351.0,1190421.71,301493.51,301493.51,0.5
1.0,11.0,150.0,200.0,11,1,94.2,32.49,3060.23,94.2,0.09,278.2,235.9972727272727,235.9972727272727,0.5
51.0,11.0,150.0,200.0,11,51,163.93,128.02,209834.24999999997,3.21,4.64,19075.84,5859.681818181817,5859.681818181817,0.5
101.0,11.0,150.0,200.0,11,101,265.1,134.17,363851.55,2.62,9.18,33077.41,9449.640909090907,9449.640909090907,0.5
151.0,11.0,150.0,200.0,11,151,365.9,133.84,515927.66,2.42,13.73,46902.51,12928.789090909091,12928.789090909091,0.5
201.0,11.0,150.0,200.0,11,201,454.13,139.68,663433.87,2.26,18.27,60312.17,16263.226363636366,16263.226363636366,0.5
251.0,11.0,150.0,200.0,11,251,558.5,139.27,848128.21,2.23,22.82,77102.56,20372.79272727273,20372.79272727273,0.5
301.0,11.0,150.0,200.0,11,301,679.83,141.1,1041789.75,2.26,27.36,94708.16,24896.15818181818,24896.15818181818,0.5
351.0,11.0,150.0,200.0,11,351,774.3,143.06,1205407.58,2.21,31.91,109582.51,28447.27363636364,28447.27363636364,0.5
1.0,21.0,150.0,200.0,21,1,94.2,32.49,3060.23,94.2,0.05,145.73,123.61761904761904,123.61761904761904,0.5
51.0,21.0,150.0,200.0,21,51,134.1,128.75,270101.67000000004,2.63,2.43,12861.98,4146.454761904762,4146.454761904762,0.5
101.0,21.0,150.0,200.0,21,101,177.13,126.78,406699.11,1.75,4.81,19366.62,5917.349047619047,5917.349047619047,0.5
151.0,21.0,150.0,200.0,21,151,226.27,128.35,543582.5800000001,1.5,7.19,25884.88,7642.818571428572,7642.818571428572,0.5
201.0,21.0,150.0,200.0,21,201,269.97,129.63,684461.94,1.34,9.57,32593.43,9273.511428571428,9273.511428571428,0.5
251.0,21.0,150.0,200.0,21,251,326.33,138.99,866102.7600000001,1.3,11.95,41242.99,11409.096666666666,11409.096666666666,0.5
301.0,21.0,150.0,200.0,21,301,389.17,135.68,1059961.3,1.29,14.33,50474.35,13757.378571428571,13757.378571428571,0.5
351.0,21.0,150.0,200.0,21,351,439.03,137.92,1221518.11,1.25,16.71,58167.53,15637.040952380952,15637.040952380952,0.5
1.0,31.0,150.0,200.0,31,1,94.2,32.49,3060.23,94.2,0.03,98.72,83.74096774193548,83.74096774193548,0.5
51.0,31.0,150.0,200.0,31,51,126.83,124.14,344833.64,2.49,1.65,11123.67,3645.827419354839,3645.827419354839,0.5
101.0,31.0,150.0,200.0,31,101,145.43,129.92,455719.03,1.44,3.26,14700.61,4749.309032258065,4749.309032258065,0.5
151.0,31.0,150.0,200.0,31,151,177.13,120.83,579255.79,1.17,4.87,18685.67,5806.070000000001,5806.070000000001,0.5
201.0,31.0,150.0,200.0,31,201,206.77,122.36,716187.7199999999,1.03,6.48,23102.83,6946.805161290323,6946.805161290323,0.5
251.0,31.0,150.0,200.0,31,251,242.67,127.98,889442.0399999999,0.97,8.1,28691.68,8331.624193548387,8331.624193548387,0.5
301.0,31.0,150.0,200.0,31,301,284.53,135.9,1079752.77,0.95,9.71,34830.73,9871.243548387096,9871.243548387096,0.5
351.0,31.0,150.0,200.0,31,351,318.53,136.18,1243478.03,0.91,11.32,40112.19,11112.01677419355,11112.01677419355,0.5
1.0,41.0,150.0,200.0,41,1,94.2,32.49,3060.23,94.2,0.02,74.64,63.31634146341463,63.31634146341463,0.5
51.0,41.0,150.0,200.0,41,51,111.3,156.34,457006.67999999993,2.18,1.24,11146.5,3495.783170731708,3495.783170731708,0.5
101.0,41.0,150.0,200.0,41,101,134.3,124.34,516520.6599999999,1.33,2.46,12598.06,4139.437073170733,4139.437073170733,0.5
151.0,41.0,150.0,200.0,41,151,152.1,133.31,629020.1200000002,1.01,3.68,15341.95,4889.630243902438,4889.630243902438,0.5
201.0,41.0,150.0,200.0,41,201,175.93,126.25,753231.9000000003,0.88,4.9,18371.51,5724.142439024392,5724.142439024392,0.5
251.0,41.0,150.0,200.0,41,251,202.8,132.34,925573.01,0.81,6.12,22574.95,6765.916097560976,6765.916097560976,0.5
301.0,41.0,150.0,200.0,41,301,233.43,130.11,1118469.82,0.78,7.34,27279.75,7929.122926829269,7929.122926829269,0.5
351.0,41.0,150.0,200.0,41,351,259.83,133.53,1278175.2299999995,0.74,8.56,31175.01,8871.44243902439,8871.44243902439,0.5
1.0,1.0,200.0,200.0,1,1,16.43,186.22,3060.23,16.43,1.0,3060.23,762.86,762.86,0.5
51.0,1.0,200.0,200.0,1,51,886.3,194.98,172806.43,17.38,51.0,172806.43,46948.71,46948.71,0.5
101.0,1.0,200.0,200.0,1,101,1763.93,195.37,344622.58,17.46,101.0,344622.58,91834.08,91834.08,0.5
151.0,1.0,200.0,200.0,1,151,2578.13,195.75,504668.87,17.07,151.0,504668.87,133371.92,133371.92,0.5
201.0,1.0,200.0,200.0,1,201,3328.6,195.77,651632.22,16.56,201.0,651632.22,171604.2,171604.2,0.5
251.0,1.0,200.0,200.0,1,251,4260.47,195.73,833907.29,16.97,251.0,833907.29,219637.72,219637.72,0.5
301.0,1.0,200.0,200.0,1,301,5248.53,195.85,1027917.59,17.44,301.0,1027917.59,270827.56,270827.56,0.5
351.0,1.0,200.0,200.0,1,351,6079.03,195.87,1190693.06,17.32,351.0,1190693.06,312386.29,312386.29,0.5
1.0,11.0,200.0,200.0,11,1,16.43,186.22,3060.23,16.43,0.09,278.2,69.3509090909091,69.3509090909091,0.5
51.0,11.0,200.0,200.0,11,51,117.57,184.43,219248.02,2.31,4.64,19931.64,5870.108181818181,5870.108181818181,0.5
101.0,11.0,200.0,200.0,11,101,194.6,187.8,380593.43,1.93,9.18,34599.4,9710.654545454545,9710.654545454545,0.5
151.0,11.0,200.0,200.0,11,151,266.97,187.0,527095.6699999999,1.77,13.73,47917.79,13227.72181818182,13227.72181818182,0.5
201.0,11.0,200.0,200.0,11,201,334.67,189.47,671802.7899999999,1.67,18.27,61072.98,16658.573636363635,16658.573636363635,0.5
251.0,11.0,200.0,200.0,11,251,415.8,191.57,854981.1599999998,1.66,22.82,77725.56,21016.78818181818,21016.78818181818,0.5
301.0,11.0,200.0,200.0,11,301,506.67,190.7,1049694.01,1.68,27.36,95426.73,25665.33363636364,25665.33363636364,0.5
351.0,11.0,200.0,200.0,11,351,578.33,192.71,1209481.95,1.65,31.91,109952.9,29349.736363636363,29349.736363636363,0.5
1.0,21.0,200.0,200.0,21,1,16.43,186.22,3060.23,16.43,0.05,145.73,36.32666666666667,36.32666666666667,0.5
51.0,21.0,200.0,200.0,21,51,96.17,208.14,339884.55,1.89,2.43,16184.98,4252.432857142857,4252.432857142857,0.5
101.0,21.0,200.0,200.0,21,101,126.03,179.7,430980.46,1.25,4.81,20522.88,5987.615238095239,5987.615238095239,0.5
151.0,21.0,200.0,200.0,21,151,163.0,182.3,570103.9099999999,1.08,7.19,27147.81,7742.550476190476,7742.550476190476,0.5
201.0,21.0,200.0,200.0,21,201,196.73,181.31,710378.16,0.98,9.57,33827.53,9531.39761904762,9531.39761904762,0.5
251.0,21.0,200.0,200.0,21,251,239.77,185.57,891314.7199999999,0.96,11.95,42443.56,11693.94619047619,11693.94619047619,0.5
301.0,21.0,200.0,200.0,21,301,285.73,187.19,1082773.82,0.95,14.33,51560.66,14090.449047619048,14090.449047619048,0.5
351.0,21.0,200.0,200.0,21,351,323.13,187.77,1241172.04,0.92,16.71,59103.43,16054.349523809522,16054.349523809522,0.5
1.0,31.0,200.0,200.0,31,1,16.43,186.22,3060.23,16.43,0.03,98.72,24.608387096774194,24.608387096774194,0.5
51.0,31.0,200.0,200.0,31,51,77.43,245.11,450430.26,1.52,1.65,14530.01,3534.909677419355,3534.909677419355,0.5
101.0,31.0,200.0,200.0,31,101,103.43,180.44,514308.44,1.02,3.26,16590.59,4845.138064516129,4845.138064516129,0.5
151.0,31.0,200.0,200.0,31,151,126.77,175.84,627691.38,0.84,4.87,20248.11,5907.564838709677,5907.564838709677,0.5
201.0,31.0,200.0,200.0,31,201,148.37,181.56,758166.9099999998,0.74,6.48,24457.0,7024.66612903226,7024.66612903226,0.5
251.0,31.0,200.0,200.0,31,251,176.47,183.72,935616.7200000002,0.7,8.1,30181.18,8512.893870967742,8512.893870967742,0.5
301.0,31.0,200.0,200.0,31,301,207.63,184.85,1123808.24,0.69,9.71,36251.88,10083.12258064516,10083.12258064516,0.5
351.0,31.0,200.0,200.0,31,351,233.13,186.78,1278708.7400000002,0.66,11.32,41248.67,11378.365806451611,11378.365806451611,0.5
1.0,41.0,200.0,200.0,41,1,16.43,186.22,3060.23,16.43,0.02,74.64,18.606341463414637,18.606341463414637,0.5
51.0,41.0,200.0,200.0,41,51,75.43,273.78,538179.02,1.48,1.24,13126.32,3107.4165853658533,3107.4165853658533,0.5
101.0,41.0,200.0,200.0,41,101,96.23,207.0,656939.67,0.95,2.46,16022.92,4247.743658536585,4247.743658536585,0.5
151.0,41.0,200.0,200.0,41,151,108.73,182.59,694863.1100000001,0.72,3.68,16947.88,4993.909268292682,4993.909268292682,0.5
201.0,41.0,200.0,200.0,41,201,124.7,184.01,816186.0100000002,0.62,4.9,19906.98,5842.338048780488,5842.338048780488,0.5
251.0,41.0,200.0,200.0,41,251,146.3,184.11,984493.0500000002,0.58,6.12,24012.03,6912.430731707319,6912.430731707319,0.5
301.0,41.0,200.0,200.0,41,301,169.0,181.8,1169869.5500000005,0.56,7.34,28533.4,8104.507560975611,8104.507560975611,0.5
351.0,41.0,200.0,200.0,41,351,188.77,186.82,1323150.82,0.54,8.56,32271.97,9018.311707317074,9018.311707317074,0.5
1.0,1.0,250.0,200.0,1,1,11.1,275.7,3060.23,11.1,1.0,3060.23,749.92,749.92,0.5
51.0,1.0,250.0,200.0,1,51,707.37,244.92,173251.54,13.87,51.0,173251.54,52272.38,52272.38,0.5
101.0,1.0,250.0,200.0,1,101,1410.57,244.6,345022.22,13.97,101.0,345022.22,102823.96,102823.96,0.5
151.0,1.0,250.0,200.0,1,151,2061.23,244.89,504778.53,13.65,151.0,504778.53,149501.24,149501.24,0.5
201.0,1.0,250.0,200.0,1,201,2661.33,244.96,651926.32,13.24,201.0,651926.32,192529.66,192529.66,0.5
251.0,1.0,250.0,200.0,1,251,3405.2,244.98,834201.39,13.57,251.0,834201.39,246343.86,246343.86,0.5
301.0,1.0,250.0,200.0,1,301,4193.57,245.19,1028211.69,13.93,301.0,1028211.69,303608.31,303608.31,0.5
351.0,1.0,250.0,200.0,1,351,4856.83,245.22,1190987.16,13.84,351.0,1190987.16,350519.48,350519.48,0.5
1.0,11.0,250.0,200.0,11,1,11.1,275.7,3060.23,11.1,0.09,278.2,68.17454545454545,68.17454545454545,0.5
51.0,11.0,250.0,200.0,11,51,90.97,255.18,236699.51,1.78,4.64,21518.14,6497.039999999999,6497.039999999999,0.5
101.0,11.0,250.0,200.0,11,101,153.9,239.19,388394.28,1.52,9.18,35308.57,10763.664545454549,10763.664545454549,0.5
151.0,11.0,250.0,200.0,11,151,212.93,235.82,537921.62,1.41,13.73,48901.97,14835.35818181818,14835.35818181818,0.5
201.0,11.0,250.0,200.0,11,201,266.7,240.45,681549.21,1.33,18.27,61959.02,18664.52272727273,18664.52272727273,0.5
251.0,11.0,250.0,200.0,11,251,331.57,239.05,861158.2599999999,1.32,22.82,78287.11,23490.925454545457,23490.925454545457,0.5
301.0,11.0,250.0,200.0,11,301,404.57,241.58,1056237.18,1.34,27.36,96021.56,28756.460000000006,28756.460000000006,0.5
351.0,11.0,250.0,200.0,11,351,463.2,241.58,1217901.86,1.32,31.91,110718.35,33009.774545454544,33009.774545454544,0.5
1.0,21.0,250.0,200.0,21,1,11.1,275.7,3060.23,11.1,0.05,145.73,35.710476190476186,35.710476190476186,0.5
51.0,21.0,250.0,200.0,21,51,76.1,316.89,395456.35,1.49,2.43,18831.25,4894.483333333334,4894.483333333334,0.5
101.0,21.0,250.0,200.0,21,101,101.53,252.18,464236.2700000002,1.01,4.81,22106.49,6709.131428571429,6709.131428571429,0.5
151.0,21.0,250.0,200.0,21,151,130.1,243.97,595176.0200000001,0.86,7.19,28341.72,8673.336190476191,8673.336190476191,0.5
201.0,21.0,250.0,200.0,21,201,156.43,235.22,734506.92,0.78,9.57,34976.52,10656.688571428567,10656.688571428567,0.5
251.0,21.0,250.0,200.0,21,251,191.0,239.19,913757.3,0.76,11.95,43512.25,13140.067142857144,13140.067142857144,0.5
301.0,21.0,250.0,200.0,21,301,228.4,240.05,1102691.62,0.76,14.33,52509.12,15769.857142857143,15769.857142857143,0.5
351.0,21.0,250.0,200.0,21,351,258.93,239.16,1261701.75,0.74,16.71,60081.04,18035.370000000003,18035.370000000003,0.5
1.0,31.0,250.0,200.0,31,1,11.1,275.7,3060.23,11.1,0.03,98.72,24.190967741935484,24.190967741935484,0.5
51.0,31.0,250.0,200.0,31,51,69.1,311.91,485346.52,1.35,1.65,15656.34,3968.593870967742,3968.593870967742,0.5
101.0,31.0,250.0,200.0,31,101,82.1,284.73,621884.4400000002,0.81,3.26,20060.79,5480.289032258066,5480.289032258066,0.5
151.0,31.0,250.0,200.0,31,151,102.77,229.57,676987.4400000002,0.68,4.87,21838.3,6620.1364516129015,6620.1364516129015,0.5
201.0,31.0,250.0,200.0,31,201,118.2,240.06,798230.8899999999,0.59,6.48,25749.38,7908.250000000001,7908.250000000001,0.5
251.0,31.0,250.0,200.0,31,251,141.13,237.07,968923.3500000002,0.56,8.1,31255.59,9543.380645161287,9543.380645161287,0.5
301.0,31.0,250.0,200.0,31,301,165.43,240.87,1154912.94,0.55,9.71,37255.26,11284.490322580645,11284.490322580645,0.5
351.0,31.0,250.0,200.0,31,351,186.5,241.67,1310930.3500000003,0.53,11.32,42288.08,12753.7064516129,12753.7064516129,0.5
1.0,41.0,250.0,200.0,41,1,11.1,275.7,3060.23,11.1,0.02,74.64,18.29073170731707,18.29073170731707,0.5
51.0,41.0,250.0,200.0,41,51,67.1,326.07,552625.4799999999,1.32,1.24,13478.67,3385.6634146341457,3385.6634146341457,0.5
101.0,41.0,250.0,200.0,41,101,76.1,314.06,756724.4900000001,0.75,2.46,18456.69,4837.495609756096,4837.495609756096,0.5
151.0,41.0,250.0,200.0,41,151,86.43,274.96,812187.88,0.57,3.68,19809.46,5605.786585365854,5605.786585365854,0.5
201.0,41.0,250.0,200.0,41,201,100.57,237.58,880720.69,0.5,4.9,21480.99,6572.450243902438,6572.450243902438,0.5
251.0,41.0,250.0,200.0,41,251,116.83,234.85,1036653.2399999998,0.47,6.12,25284.23,7711.53219512195,7711.53219512195,0.5
301.0,41.0,250.0,200.0,41,301,135.17,237.65,1219403.0,0.45,7.34,29741.54,9030.414146341463,9030.414146341463,0.5
351.0,41.0,250.0,200.0,41,351,150.8,239.63,1364698.2799999998,0.43,8.56,33285.32,10098.961463414636,10098.961463414636,0.5
