number_of_drones,customer_density,moving_truck,No_drones,No_packages,Total_time,Avg_speed,Dist_tot,Avg_time_package,Avg_packages_drone,Avg_dist_traveled,Energy_consumption,Avg_power,Costmer_density
1,0.1,0,1,50,1510.53,196.6,296967.08,30.21,50.0,296967.08,,,0.1
2,0.1,0,2,50,762.9,197.32,296967.09,15.26,25.0,148483.54,,,0.1
3,0.1,0,3,50,517.17,196.6,296967.09,10.34,16.67,98989.03,,,0.1
4,0.1,0,4,50,393.2,198.63,296967.07,7.86,12.5,74241.77,,,0.1
5,0.1,0,5,50,314.23,197.29,296967.09,6.28,10.0,59393.42,,,0.1
6,0.1,0,6,50,275.43,196.51,296967.09,5.51,8.33,49494.51,,,0.1
7,0.1,0,7,50,241.5,197.69,296967.09,4.83,7.14,42423.87,,,0.1
8,0.1,0,8,50,211.07,200.14,296967.08,4.22,6.25,37120.88,,,0.1
9,0.1,0,9,50,187.03,199.24,296967.08,3.74,5.56,32996.34,,,0.1
10,0.1,0,10,50,165.93,199.01,296967.08,3.32,5.0,29696.71,,,0.1
11,0.1,0,11,50,157.77,199.76,296967.09,3.16,4.55,26997.01,,,0.1
12,0.1,0,12,50,150.37,198.09,296967.08,3.01,4.17,24747.26,,,0.1
13,0.1,0,13,50,132.6,197.81,296967.08,2.65,3.85,22843.62,,,0.1
14,0.1,0,14,50,129.17,200.63,296967.09,2.58,3.57,21211.94,,,0.1
15,0.1,0,15,50,125.03,200.18,296967.08,2.5,3.33,19797.81,,,0.1
16,0.1,0,16,50,116.73,203.57,296967.09,2.33,3.12,18560.44,,,0.1
17,0.1,0,17,50,105.37,200.02,296967.1,2.11,2.94,17468.65,,,0.1
18,0.1,0,18,50,102.9,201.01,296967.0900000001,2.06,2.78,16498.17,,,0.1
19,0.1,0,19,50,102.83,201.14,296967.08,2.06,2.63,15629.85,,,0.1
20,0.1,0,20,50,100.27,198.01,296967.08,2.01,2.5,14848.35,,,0.1
21,0.1,0,21,50,99.43,199.67,296967.09,1.99,2.38,14141.29,,,0.1
22,0.1,0,22,50,96.87,199.43,296967.09,1.94,2.27,13498.5,,,0.1
23,0.1,0,23,50,93.5,200.84,296967.07,1.87,2.17,12911.61,,,0.1
24,0.1,0,24,50,89.4,200.02,296967.08,1.79,2.08,12373.63,,,0.1
25,0.1,0,25,50,74.1,199.02,296967.09,1.48,2.0,11878.68,,,0.1
26,0.1,0,26,50,74.0,199.29,296967.11000000004,1.48,1.92,11421.81,,,0.1
27,0.1,0,27,50,73.97,199.38,296967.11000000004,1.48,1.85,10998.78,,,0.1
28,0.1,0,28,50,73.7,200.58,296967.1100000001,1.47,1.79,10605.97,,,0.1
29,0.1,0,29,50,73.63,200.77,296967.09,1.47,1.72,10240.24,,,0.1
30,0.1,0,30,50,73.6,200.86,296967.08,1.47,1.67,9898.9,,,0.1
31,0.1,0,31,50,72.9,202.0,296967.08,1.46,1.61,9579.58,,,0.1
32,0.1,0,32,50,71.8,200.15,296967.07,1.44,1.56,9280.22,,,0.1
33,0.1,0,33,50,71.77,200.24,296967.06999999995,1.44,1.52,8999.0,,,0.1
34,0.1,0,34,50,70.73,205.35,296967.0799999999,1.41,1.47,8734.33,,,0.1
35,0.1,0,35,50,70.7,205.44,296967.1,1.41,1.43,8484.77,,,0.1
36,0.1,0,36,50,70.67,201.39,296967.09,1.41,1.39,8249.09,,,0.1
37,0.1,0,37,50,70.63,201.49,296967.09,1.41,1.35,8026.14,,,0.1
38,0.1,0,38,50,70.6,201.59,296967.09,1.41,1.32,7814.92,,,0.1
39,0.1,0,39,50,68.53,201.5,296967.11000000004,1.37,1.28,7614.54,,,0.1
40,0.1,0,40,50,67.9,202.16,296967.1100000001,1.36,1.25,7424.18,,,0.1
41,0.1,0,41,50,67.87,199.87,296967.1,1.36,1.22,7243.1,,,0.1
42,0.1,0,42,50,67.03,202.94,296967.10000000003,1.34,1.19,7070.65,,,0.1
43,0.1,0,43,50,66.83,201.65,296967.1,1.34,1.16,6906.21,,,0.1
44,0.1,0,44,50,64.47,202.71,296967.1000000001,1.29,1.14,6749.25,,,0.1
45,0.1,0,45,50,62.63,203.88,296967.1100000001,1.25,1.11,6599.27,,,0.1
46,0.1,0,46,50,61.1,203.33,296967.10000000003,1.22,1.09,6455.81,,,0.1
47,0.1,0,47,50,60.53,202.4,296967.1000000001,1.21,1.06,6318.45,,,0.1
48,0.1,0,48,50,57.5,203.94,296967.1100000001,1.15,1.04,6186.81,,,0.1
49,0.1,0,49,50,56.4,204.04,296967.11000000004,1.13,1.02,6060.55,,,0.1
50,0.1,0,50,50,46.17,199.1,296967.1100000001,0.92,1.0,5939.34,,,0.1
1,0.2,0,1,50,1419.5,197.09,279769.83,28.39,50.0,279769.83,,,0.2
2,0.2,0,2,50,720.93,196.59,279769.81999999995,14.42,25.0,139884.91,,,0.2
3,0.2,0,3,50,491.23,198.01,279769.82,9.82,16.67,93256.61,,,0.2
4,0.2,0,4,50,370.0,197.51,279769.83,7.4,12.5,69942.46,,,0.2
5,0.2,0,5,50,301.0,198.5,279769.83,6.02,10.0,55953.97,,,0.2
6,0.2,0,6,50,255.4,197.9,279769.84,5.11,8.33,46628.31,,,0.2
7,0.2,0,7,50,221.2,198.05,279769.82,4.42,7.14,39967.12,,,0.2
8,0.2,0,8,50,197.47,198.38,279769.80999999994,3.95,6.25,34971.23,,,0.2
9,0.2,0,9,50,177.67,200.55,279769.82,3.55,5.56,31085.54,,,0.2
10,0.2,0,10,50,160.9,199.11,279769.83,3.22,5.0,27976.98,,,0.2
11,0.2,0,11,50,153.17,197.57,279769.83,3.06,4.55,25433.62,,,0.2
12,0.2,0,12,50,139.97,199.21,279769.83,2.8,4.17,23314.15,,,0.2
13,0.2,0,13,50,130.33,199.1,279769.82,2.61,3.85,21520.76,,,0.2
14,0.2,0,14,50,127.27,201.86,279769.84,2.55,3.57,19983.56,,,0.2
15,0.2,0,15,50,121.83,199.95,279769.84,2.44,3.33,18651.32,,,0.2
16,0.2,0,16,50,113.03,199.23,279769.83,2.26,3.12,17485.61,,,0.2
17,0.2,0,17,50,105.57,199.37,279769.83,2.11,2.94,16457.05,,,0.2
18,0.2,0,18,50,102.23,199.47,279769.81000000006,2.04,2.78,15542.77,,,0.2
19,0.2,0,19,50,99.13,197.92,279769.84,1.98,2.63,14724.73,,,0.2
20,0.2,0,20,50,97.73,199.46,279769.83,1.95,2.5,13988.49,,,0.2
21,0.2,0,21,50,94.97,200.4,279769.83,1.9,2.38,13322.37,,,0.2
22,0.2,0,22,50,90.4,199.22,279769.80999999994,1.81,2.27,12716.81,,,0.2
23,0.2,0,23,50,88.23,200.56,279769.82000000007,1.76,2.17,12163.91,,,0.2
24,0.2,0,24,50,81.23,202.23,279769.82,1.62,2.08,11657.08,,,0.2
25,0.2,0,25,50,75.9,200.28,279769.83,1.52,2.0,11190.79,,,0.2
26,0.2,0,26,50,75.57,199.52,279769.84,1.51,1.92,10760.38,,,0.2
27,0.2,0,27,50,75.47,199.79,279769.85000000003,1.51,1.85,10361.85,,,0.2
28,0.2,0,28,50,75.17,200.53,279769.84,1.5,1.79,9991.78,,,0.2
29,0.2,0,29,50,75.03,202.57,279769.84,1.5,1.72,9647.24,,,0.2
30,0.2,0,30,50,74.93,202.84,279769.84,1.5,1.67,9325.66,,,0.2
31,0.2,0,31,50,74.37,200.26,279769.8499999999,1.49,1.61,9024.83,,,0.2
32,0.2,0,32,50,74.17,199.64,279769.85000000003,1.48,1.56,8742.81,,,0.2
33,0.2,0,33,50,73.6,201.18,279769.82,1.47,1.52,8477.87,,,0.2
34,0.2,0,34,50,72.8,201.44,279769.81999999995,1.46,1.47,8228.52,,,0.2
35,0.2,0,35,50,69.83,202.08,279769.79000000004,1.4,1.43,7993.42,,,0.2
36,0.2,0,36,50,69.47,201.69,279769.83,1.39,1.39,7771.38,,,0.2
37,0.2,0,37,50,66.9,201.31,279769.84,1.34,1.35,7561.35,,,0.2
38,0.2,0,38,50,66.73,200.28,279769.83,1.33,1.32,7362.36,,,0.2
39,0.2,0,39,50,66.13,201.58,279769.84,1.32,1.28,7173.59,,,0.2
40,0.2,0,40,50,65.77,201.54,279769.84,1.32,1.25,6994.25,,,0.2
41,0.2,0,41,50,65.07,201.58,279769.84,1.3,1.22,6823.65,,,0.2
42,0.2,0,42,50,63.3,202.26,279769.84,1.27,1.19,6661.19,,,0.2
43,0.2,0,43,50,61.9,202.39,279769.8400000001,1.24,1.16,6506.28,,,0.2
44,0.2,0,44,50,58.5,202.69,279769.84000000014,1.17,1.14,6358.41,,,0.2
45,0.2,0,45,50,58.47,202.81,279769.85000000003,1.17,1.11,6217.11,,,0.2
46,0.2,0,46,50,57.17,202.68,279769.85000000003,1.14,1.09,6081.95,,,0.2
47,0.2,0,47,50,54.77,203.4,279769.83,1.1,1.06,5952.55,,,0.2
48,0.2,0,48,50,52.33,204.79,279769.82000000007,1.05,1.04,5828.54,,,0.2
49,0.2,0,49,50,48.67,201.34,279769.82,0.97,1.02,5709.59,,,0.2
50,0.2,0,50,50,48.67,195.35,279769.82,0.97,1.0,5595.4,,,0.2
1,0.30000000000000004,0,1,50,1453.4,196.2,285160.01,29.07,50.0,285160.01,,,0.3
2,0.30000000000000004,0,2,50,743.83,195.1,285160.01,14.88,25.0,142580.01,,,0.3
3,0.30000000000000004,0,3,50,501.27,197.82,285160.01,10.03,16.67,95053.34,,,0.3
4,0.30000000000000004,0,4,50,389.9,194.86,285160.02,7.8,12.5,71290.01,,,0.3
5,0.30000000000000004,0,5,50,311.43,195.61,285160.00999999995,6.23,10.0,57032.0,,,0.3
6,0.30000000000000004,0,6,50,268.33,198.87,285160.01,5.37,8.33,47526.67,,,0.3
7,0.30000000000000004,0,7,50,233.23,195.97,285160.01,4.66,7.14,40737.14,,,0.3
8,0.30000000000000004,0,8,50,211.17,195.2,285160.0,4.22,6.25,35645.0,,,0.3
9,0.30000000000000004,0,9,50,183.67,198.41,285160.02,3.67,5.56,31684.45,,,0.3
10,0.30000000000000004,0,10,50,168.97,192.89,285160.00999999995,3.38,5.0,28516.0,,,0.3
11,0.30000000000000004,0,11,50,161.43,194.76,285160.0,3.23,4.55,25923.64,,,0.3
12,0.30000000000000004,0,12,50,147.7,198.8,285159.99999999994,2.95,4.17,23763.33,,,0.3
13,0.30000000000000004,0,13,50,133.6,197.11,285160.0,2.67,3.85,21935.38,,,0.3
14,0.30000000000000004,0,14,50,132.33,198.43,285160.0200000001,2.65,3.57,20368.57,,,0.3
15,0.30000000000000004,0,15,50,126.3,195.42,285160.02,2.53,3.33,19010.67,,,0.3
16,0.30000000000000004,0,16,50,116.17,198.74,285160.0200000001,2.32,3.12,17822.5,,,0.3
17,0.30000000000000004,0,17,50,107.13,197.78,285160.0,2.14,2.94,16774.12,,,0.3
18,0.30000000000000004,0,18,50,105.37,196.82,285160.0,2.11,2.78,15842.22,,,0.3
19,0.30000000000000004,0,19,50,103.1,200.6,285159.99,2.06,2.63,15008.42,,,0.3
20,0.30000000000000004,0,20,50,102.6,197.69,285160.01,2.05,2.5,14258.0,,,0.3
21,0.30000000000000004,0,21,50,101.6,198.4,285160.02,2.03,2.38,13579.05,,,0.3
22,0.30000000000000004,0,22,50,97.4,195.98,285160.01,1.95,2.27,12961.82,,,0.3
23,0.30000000000000004,0,23,50,91.57,196.05,285159.99000000005,1.83,2.17,12398.26,,,0.3
24,0.30000000000000004,0,24,50,88.67,197.14,285160.01,1.77,2.08,11881.67,,,0.3
25,0.30000000000000004,0,25,50,77.37,198.95,285160.02,1.55,2.0,11406.4,,,0.3
26,0.30000000000000004,0,26,50,77.03,190.24,285160.02,1.54,1.92,10967.69,,,0.3
27,0.30000000000000004,0,27,50,76.53,192.1,285160.02,1.53,1.85,10561.48,,,0.3
28,0.30000000000000004,0,28,50,76.07,195.86,285160.0,1.52,1.79,10184.29,,,0.3
29,0.30000000000000004,0,29,50,75.97,196.47,285159.97,1.52,1.72,9833.1,,,0.3
30,0.30000000000000004,0,30,50,75.93,196.56,285159.96,1.52,1.67,9505.33,,,0.3
31,0.30000000000000004,0,31,50,75.83,195.53,285159.98,1.52,1.61,9198.71,,,0.3
32,0.30000000000000004,0,32,50,74.87,190.97,285159.98999999993,1.5,1.56,8911.25,,,0.3
33,0.30000000000000004,0,33,50,74.23,196.11,285159.95,1.48,1.52,8641.21,,,0.3
34,0.30000000000000004,0,34,50,73.67,197.83,285159.98,1.47,1.47,8387.06,,,0.3
35,0.30000000000000004,0,35,50,72.57,194.82,285159.9999999999,1.45,1.43,8147.43,,,0.3
36,0.30000000000000004,0,36,50,71.9,196.42,285159.97000000003,1.44,1.39,7921.11,,,0.3
37,0.30000000000000004,0,37,50,71.43,195.13,285159.98999999993,1.43,1.35,7707.03,,,0.3
38,0.30000000000000004,0,38,50,70.87,199.14,285159.99,1.42,1.32,7504.21,,,0.3
39,0.30000000000000004,0,39,50,70.37,194.87,285159.98,1.41,1.28,7311.79,,,0.3
40,0.30000000000000004,0,40,50,70.33,194.97,285159.99000000005,1.41,1.25,7129.0,,,0.3
41,0.30000000000000004,0,41,50,69.5,192.21,285159.99000000005,1.39,1.22,6955.12,,,0.3
42,0.30000000000000004,0,42,50,68.93,198.83,285159.99,1.38,1.19,6789.52,,,0.3
43,0.30000000000000004,0,43,50,66.67,195.5,285159.97000000003,1.33,1.16,6631.63,,,0.3
44,0.30000000000000004,0,44,50,65.07,195.41,285160.00000000006,1.3,1.14,6480.91,,,0.3
45,0.30000000000000004,0,45,50,62.5,196.13,285160.0,1.25,1.11,6336.89,,,0.3
46,0.30000000000000004,0,46,50,59.3,195.72,285160.00000000006,1.19,1.09,6199.13,,,0.3
47,0.30000000000000004,0,47,50,57.03,196.58,285160.01,1.14,1.06,6067.23,,,0.3
48,0.30000000000000004,0,48,50,56.63,196.11,285160.01,1.13,1.04,5940.83,,,0.3
49,0.30000000000000004,0,49,50,53.37,196.71,285160.01000000007,1.07,1.02,5819.59,,,0.3
50,0.30000000000000004,0,50,50,49.07,190.67,285160.01000000007,0.98,1.0,5703.2,,,0.3
1,0.4,0,1,50,1430.27,197.69,282751.37,28.61,50.0,282751.37,,,0.4
2,0.4,0,2,50,727.87,197.49,282751.37,14.56,25.0,141375.68,,,0.4
3,0.4,0,3,50,495.67,197.47,282751.36,9.91,16.67,94250.45,,,0.4
4,0.4,0,4,50,376.23,198.03,282751.37,7.52,12.5,70687.84,,,0.4
5,0.4,0,5,50,306.1,195.75,282751.37,6.12,10.0,56550.27,,,0.4
6,0.4,0,6,50,261.43,197.2,282751.38,5.23,8.33,47125.23,,,0.4
7,0.4,0,7,50,227.3,197.36,282751.36,4.55,7.14,40393.05,,,0.4
8,0.4,0,8,50,202.43,197.01,282751.37,4.05,6.25,35343.92,,,0.4
9,0.4,0,9,50,183.77,195.63,282751.38,3.68,5.56,31416.82,,,0.4
10,0.4,0,10,50,167.47,194.62,282751.37,3.35,5.0,28275.14,,,0.4
11,0.4,0,11,50,151.6,198.01,282751.36000000004,3.03,4.55,25704.67,,,0.4
12,0.4,0,12,50,144.2,197.46,282751.37,2.88,4.17,23562.61,,,0.4
13,0.4,0,13,50,136.83,198.96,282751.37,2.74,3.85,21750.11,,,0.4
14,0.4,0,14,50,127.93,196.69,282751.38,2.56,3.57,20196.53,,,0.4
15,0.4,0,15,50,120.23,196.43,282751.4,2.4,3.33,18850.09,,,0.4
16,0.4,0,16,50,114.67,195.89,282751.37,2.29,3.12,17671.96,,,0.4
17,0.4,0,17,50,108.47,194.89,282751.38,2.17,2.94,16632.43,,,0.4
18,0.4,0,18,50,105.33,195.29,282751.36,2.11,2.78,15708.41,,,0.4
19,0.4,0,19,50,103.8,197.87,282751.3599999999,2.08,2.63,14881.65,,,0.4
20,0.4,0,20,50,100.23,197.21,282751.39,2.0,2.5,14137.57,,,0.4
21,0.4,0,21,50,94.77,197.43,282751.38,1.9,2.38,13464.35,,,0.4
22,0.4,0,22,50,91.97,196.4,282751.35,1.84,2.27,12852.33,,,0.4
23,0.4,0,23,50,88.0,195.32,282751.36000000004,1.76,2.17,12293.54,,,0.4
24,0.4,0,24,50,87.07,196.32,282751.38,1.74,2.08,11781.31,,,0.4
25,0.4,0,25,50,81.17,194.7,282751.36,1.62,2.0,11310.05,,,0.4
26,0.4,0,26,50,80.93,194.03,282751.37000000005,1.62,1.92,10875.05,,,0.4
27,0.4,0,27,50,80.53,195.82,282751.39,1.61,1.85,10472.27,,,0.4
28,0.4,0,28,50,79.2,195.02,282751.36999999994,1.58,1.79,10098.26,,,0.4
29,0.4,0,29,50,76.73,194.31,282751.39,1.53,1.72,9750.05,,,0.4
30,0.4,0,30,50,76.43,194.76,282751.35,1.53,1.67,9425.05,,,0.4
31,0.4,0,31,50,75.63,197.16,282751.36999999994,1.51,1.61,9121.01,,,0.4
32,0.4,0,32,50,72.57,194.45,282751.36000000004,1.45,1.56,8835.98,,,0.4
33,0.4,0,33,50,72.0,195.8,282751.36,1.44,1.52,8568.22,,,0.4
34,0.4,0,34,50,71.93,195.45,282751.37000000005,1.44,1.47,8316.22,,,0.4
35,0.4,0,35,50,69.8,194.26,282751.37999999995,1.4,1.43,8078.61,,,0.4
36,0.4,0,36,50,69.33,194.48,282751.37,1.39,1.39,7854.2,,,0.4
37,0.4,0,37,50,68.3,195.63,282751.36,1.37,1.35,7641.93,,,0.4
38,0.4,0,38,50,68.23,198.22,282751.36000000004,1.36,1.32,7440.83,,,0.4
39,0.4,0,39,50,68.13,192.27,282751.39,1.36,1.28,7250.04,,,0.4
40,0.4,0,40,50,65.27,196.98,282751.4,1.31,1.25,7068.78,,,0.4
41,0.4,0,41,50,60.73,197.24,282751.39,1.21,1.22,6896.38,,,0.4
42,0.4,0,42,50,60.7,197.34,282751.37999999995,1.21,1.19,6732.18,,,0.4
43,0.4,0,43,50,58.17,196.07,282751.3799999999,1.16,1.16,6575.61,,,0.4
44,0.4,0,44,50,57.7,196.51,282751.3999999999,1.15,1.14,6426.17,,,0.4
45,0.4,0,45,50,55.73,195.94,282751.39,1.11,1.11,6283.36,,,0.4
46,0.4,0,46,50,54.57,195.79,282751.39,1.09,1.09,6146.77,,,0.4
47,0.4,0,47,50,54.53,196.19,282751.37999999995,1.09,1.06,6015.99,,,0.4
48,0.4,0,48,50,54.5,196.31,282751.37999999995,1.09,1.04,5890.65,,,0.4
49,0.4,0,49,50,53.5,196.38,282751.37999999995,1.07,1.02,5770.44,,,0.4
50,0.4,0,50,50,49.43,190.33,282751.37,0.99,1.0,5655.03,,,0.4
1,0.5,0,1,50,1351.93,197.09,266453.71,27.04,50.0,266453.71,,,0.5
2,0.5,0,2,50,690.8,196.56,266453.72,13.82,25.0,133226.86,,,0.5
3,0.5,0,3,50,473.57,194.89,266453.71,9.47,16.67,88817.9,,,0.5
4,0.5,0,4,50,362.7,195.74,266453.72,7.25,12.5,66613.43,,,0.5
5,0.5,0,5,50,288.4,196.22,266453.71,5.77,10.0,53290.74,,,0.5
6,0.5,0,6,50,253.03,193.77,266453.72000000003,5.06,8.33,44408.95,,,0.5
7,0.5,0,7,50,212.4,195.14,266453.71,4.25,7.14,38064.82,,,0.5
8,0.5,0,8,50,192.97,196.27,266453.72000000003,3.86,6.25,33306.72,,,0.5
9,0.5,0,9,50,177.63,195.17,266453.72,3.55,5.56,29605.97,,,0.5
10,0.5,0,10,50,155.47,193.1,266453.73,3.11,5.0,26645.37,,,0.5
11,0.5,0,11,50,150.4,194.55,266453.71,3.01,4.55,24223.06,,,0.5
12,0.5,0,12,50,142.87,193.04,266453.7,2.86,4.17,22204.48,,,0.5
13,0.5,0,13,50,125.23,193.54,266453.72,2.5,3.85,20496.44,,,0.5
14,0.5,0,14,50,123.17,193.4,266453.72000000003,2.46,3.57,19032.41,,,0.5
15,0.5,0,15,50,119.2,192.22,266453.7,2.38,3.33,17763.58,,,0.5
16,0.5,0,16,50,109.6,194.27,266453.73000000004,2.19,3.12,16653.36,,,0.5
17,0.5,0,17,50,101.77,191.09,266453.72,2.04,2.94,15673.75,,,0.5
18,0.5,0,18,50,100.23,192.64,266453.69,2.0,2.78,14802.98,,,0.5
19,0.5,0,19,50,99.27,194.93,266453.71,1.99,2.63,14023.88,,,0.5
20,0.5,0,20,50,97.43,192.75,266453.72000000003,1.95,2.5,13322.69,,,0.5
21,0.5,0,21,50,96.1,192.23,266453.71,1.92,2.38,12688.27,,,0.5
22,0.5,0,22,50,93.5,193.14,266453.7,1.87,2.27,12111.53,,,0.5
23,0.5,0,23,50,88.3,191.99,266453.7100000001,1.77,2.17,11584.94,,,0.5
24,0.5,0,24,50,85.77,192.66,266453.7,1.72,2.08,11102.24,,,0.5
25,0.5,0,25,50,74.53,188.8,266453.70000000007,1.49,2.0,10658.15,,,0.5
26,0.5,0,26,50,73.8,189.63,266453.69,1.48,1.92,10248.22,,,0.5
27,0.5,0,27,50,73.67,189.1,266453.7,1.47,1.85,9868.66,,,0.5
28,0.5,0,28,50,72.5,188.47,266453.68999999994,1.45,1.79,9516.2,,,0.5
29,0.5,0,29,50,72.1,190.15,266453.69999999995,1.44,1.72,9188.06,,,0.5
30,0.5,0,30,50,71.23,186.59,266453.69000000006,1.42,1.67,8881.79,,,0.5
31,0.5,0,31,50,69.83,190.43,266453.69,1.4,1.61,8595.28,,,0.5
32,0.5,0,32,50,69.7,188.7,266453.71,1.39,1.56,8326.68,,,0.5
33,0.5,0,33,50,69.67,187.98,266453.71,1.39,1.52,8074.35,,,0.5
34,0.5,0,34,50,69.63,188.01,266453.71,1.39,1.47,7836.87,,,0.5
35,0.5,0,35,50,69.6,188.97,266453.7299999999,1.39,1.43,7612.96,,,0.5
36,0.5,0,36,50,68.73,190.71,266453.7,1.37,1.39,7401.49,,,0.5
37,0.5,0,37,50,67.83,189.43,266453.69,1.36,1.35,7201.45,,,0.5
38,0.5,0,38,50,67.5,190.36,266453.7,1.35,1.32,7011.94,,,0.5
39,0.5,0,39,50,66.37,188.6,266453.71,1.33,1.28,6832.15,,,0.5
40,0.5,0,40,50,66.23,189.47,266453.72,1.32,1.25,6661.34,,,0.5
41,0.5,0,41,50,66.07,189.41,266453.71,1.32,1.22,6498.87,,,0.5
42,0.5,0,42,50,65.43,189.38,266453.7,1.31,1.19,6344.14,,,0.5
43,0.5,0,43,50,65.27,189.95,266453.7,1.31,1.16,6196.6,,,0.5
44,0.5,0,44,50,64.23,189.2,266453.71,1.28,1.14,6055.77,,,0.5
45,0.5,0,45,50,64.17,188.55,266453.71,1.28,1.11,5921.19,,,0.5
46,0.5,0,46,50,58.97,188.29,266453.7,1.18,1.09,5792.47,,,0.5
47,0.5,0,47,50,58.03,189.36,266453.71,1.16,1.06,5669.23,,,0.5
48,0.5,0,48,50,56.43,189.13,266453.71,1.13,1.04,5551.12,,,0.5
49,0.5,0,49,50,48.73,181.37,266453.70000000007,0.97,1.02,5437.83,,,0.5
50,0.5,0,50,50,48.73,181.37,266453.70000000007,0.97,1.0,5329.07,,,0.5
1,0.6,0,1,50,1361.27,196.13,266984.99,27.23,50.0,266984.99,,,0.6
2,0.6,0,2,50,694.23,195.48,266985.0,13.88,25.0,133492.5,,,0.6
3,0.6,0,3,50,467.73,195.36,266984.99,9.35,16.67,88995.0,,,0.6
4,0.6,0,4,50,360.83,194.34,266985.0,7.22,12.5,66746.25,,,0.6
5,0.6,0,5,50,286.43,198.08,266984.99000000005,5.73,10.0,53397.0,,,0.6
6,0.6,0,6,50,245.73,197.13,266984.99,4.91,8.33,44497.5,,,0.6
7,0.6,0,7,50,212.67,197.46,266985.01,4.25,7.14,38140.72,,,0.6
8,0.6,0,8,50,195.47,193.27,266984.99,3.91,6.25,33373.12,,,0.6
9,0.6,0,9,50,171.63,194.74,266985.0,3.43,5.56,29665.0,,,0.6
10,0.6,0,10,50,152.77,197.82,266985.0,3.06,5.0,26698.5,,,0.6
11,0.6,0,11,50,146.27,197.43,266985.0,2.93,4.55,24271.36,,,0.6
12,0.6,0,12,50,134.0,196.92,266984.97000000003,2.68,4.17,22248.75,,,0.6
13,0.6,0,13,50,124.93,196.87,266984.99,2.5,3.85,20537.31,,,0.6
14,0.6,0,14,50,120.43,197.62,266984.99999999994,2.41,3.57,19070.36,,,0.6
15,0.6,0,15,50,114.1,197.13,266985.01000000007,2.28,3.33,17799.0,,,0.6
16,0.6,0,16,50,108.2,194.89,266985.01,2.16,3.12,16686.56,,,0.6
17,0.6,0,17,50,100.2,193.92,266985.00000000006,2.0,2.94,15705.0,,,0.6
18,0.6,0,18,50,96.93,196.38,266985.01,1.94,2.78,14832.5,,,0.6
19,0.6,0,19,50,96.03,194.76,266985.01,1.92,2.63,14051.84,,,0.6
20,0.6,0,20,50,94.5,199.55,266984.99,1.89,2.5,13349.25,,,0.6
21,0.6,0,21,50,93.9,195.14,266984.99000000005,1.88,2.38,12713.57,,,0.6
22,0.6,0,22,50,90.07,196.28,266985.0,1.8,2.27,12135.68,,,0.6
23,0.6,0,23,50,87.33,196.63,266984.99,1.75,2.17,11608.04,,,0.6
24,0.6,0,24,50,79.37,199.7,266984.9700000001,1.59,2.08,11124.37,,,0.6
25,0.6,0,25,50,73.5,194.9,266984.97000000003,1.47,2.0,10679.4,,,0.6
26,0.6,0,26,50,73.23,198.08,266984.99000000005,1.46,1.92,10268.65,,,0.6
27,0.6,0,27,50,72.1,194.62,266984.99000000005,1.44,1.85,9888.33,,,0.6
28,0.6,0,28,50,71.57,194.68,266984.9900000001,1.43,1.79,9535.18,,,0.6
29,0.6,0,29,50,69.4,196.1,266985.0200000001,1.39,1.72,9206.38,,,0.6
30,0.6,0,30,50,69.2,197.3,266985.01000000007,1.38,1.67,8899.5,,,0.6
31,0.6,0,31,50,69.1,197.4,266985.01,1.38,1.61,8612.42,,,0.6
32,0.6,0,32,50,68.9,198.6,266985.00000000006,1.38,1.56,8343.28,,,0.6
33,0.6,0,33,50,68.07,197.37,266985.01000000007,1.36,1.52,8090.45,,,0.6
34,0.6,0,34,50,67.73,195.36,266984.98,1.35,1.47,7852.5,,,0.6
35,0.6,0,35,50,66.67,195.84,266984.99,1.33,1.43,7628.14,,,0.6
36,0.6,0,36,50,65.83,195.7,266985.01000000007,1.32,1.39,7416.25,,,0.6
37,0.6,0,37,50,65.63,194.19,266985.02,1.31,1.35,7215.81,,,0.6
38,0.6,0,38,50,64.9,197.0,266985.02,1.3,1.32,7025.92,,,0.6
39,0.6,0,39,50,64.7,197.65,266985.0,1.29,1.28,6845.77,,,0.6
40,0.6,0,40,50,64.43,196.5,266985.02,1.29,1.25,6674.63,,,0.6
41,0.6,0,41,50,64.1,198.2,266985.01,1.28,1.22,6511.83,,,0.6
42,0.6,0,42,50,62.3,198.85,266984.99999999994,1.25,1.19,6356.79,,,0.6
43,0.6,0,43,50,59.67,196.69,266984.99999999994,1.19,1.16,6208.95,,,0.6
44,0.6,0,44,50,59.13,196.78,266985.00999999995,1.18,1.14,6067.84,,,0.6
45,0.6,0,45,50,57.5,195.98,266984.99999999994,1.15,1.11,5933.0,,,0.6
46,0.6,0,46,50,56.47,198.71,266985.00999999995,1.13,1.09,5804.02,,,0.6
47,0.6,0,47,50,55.93,198.03,266985.00999999995,1.12,1.06,5680.53,,,0.6
48,0.6,0,48,50,51.07,198.28,266985.02,1.02,1.04,5562.19,,,0.6
49,0.6,0,49,50,47.57,198.33,266985.01,0.95,1.02,5448.67,,,0.6
50,0.6,0,50,50,45.9,191.33,266985.01,0.92,1.0,5339.7,,,0.6
1,0.7000000000000001,0,1,50,1205.4,196.48,236831.81,24.11,50.0,236831.81,,,0.7000000000000001
2,0.7000000000000001,0,2,50,613.27,196.53,236831.81,12.27,25.0,118415.9,,,0.7000000000000001
